214440	subinginer proiectant mecanic
214441	specialist reglementari/carti de identitate
214442	specialist prestatii vehicule
214443	specialist mentenanta mecanica
214444	inginer/subinginer tehnolog prelucrari
214445	inginer tehnolog in fabricarea armamentului
214446	subinginer tehnolog in fabricarea
214447	inginer pentru protectia navigatiei aeriene
214448	cercetator in sisteme de propulsie
214449	inginer de cercetare in sisteme de propulsie
214450	asistent de cercetare in sisteme de propulsie
214451	cercetator in echipamente si instalatii de
214452	inginer de cercetare in echipamente si
214453	asistent de cercetare in echipamente si
214454	cercetator in masini si echipamente termice
214455	inginer de cercetare in masini si echipamente
214456	asistent de cercetare in masini si
214457	cercetator in masini hidraulice si pneumatice
214458	inginer de cercetare in masini hidraulice si
214459	asistent de cercetare in masini hidraulice si
214460	cercetator in echipamente de proces
214461	inginer de cercetare in echipamente de
214462	asistent de cercetare in echipamente de
214463	cercetator in mecanica fina
214464	inginer de cercetare in mecanica fina
214465	asistent de cercetare in mecanica fina
214466	cercetator in tehnologia constructiilor de
214467	inginer de cercetare in tehnologia
214468	asistent de cercetare in tehnologia
214469	cercetator in constructii de masini agrioole
214470	inginer de cercetare in constructii de masini
214471	asistent de cercetare in constructii de masini
214472	cercetator in autovehicule rutiere
214473	inginer de cercetare in autovehicule rutiere
214474	asistent de cercetare in autovehicule rutiere
214475	cercetator in utilaje si instalatii portuare
214476	inginer de cercetare in utilaje si instalatii
214477	asistent de cercetare in utilaje si instalatii
214478	cercetator in utilaje si tehnologia ambalarii
214479	inginer de cercetare in utilaje si tehnologia
214480	asistent de cercetare in utilaje si tehnologia
214481	cercetator in creatia tehnica in constructia de
214482	inginer de cercetare in creatia tehnica in
214483	asistent de cercetare in creatia tehnica in
214484	cercetator in masini si instalatii mecanice
214485	inginer de cercetare in masini si instalatii
214486	asistent de cercetare in masini si instalatii
214487	cercetator in instalatii si utilaje pentru
214488	inspector suprastructuri mobile marfuri
214489	ofiter mecanic
214490	inginer de proces in tratarea/epurarea apei
214491	inginer mecatronist
214492	inginer utilaje gospodarie comunala si
214493	inginer sisteme de transport operational
214494	arhitect naval
214495	cercetator de nave
214496	inginer sudor
214501	inginer petrochimist
214502	subinginer petrochimist
214503	proiectant inginer chimist
214504	consilier inginer chimist
214505	expert inginer chimist
214506	inspector de specialitate inginer chimist
214507	referent de specialitate inginer chimist
214508	consilier inginer petrochimist
214509	expert inginer petrochimist
214510	inspector de specialitate inginer petrochimist
214511	referent de specialitate petrochimist
214512	biochimist
214513	inginer chimist
214514	inginer in industria alimentara
214515	subinginer in industria alimentara
214516	proiectant inginer produse alimentare
214517	consilier inginer industria alimentara
214518	expert inginer industria alimentara
214519	inspector de specialitate inginer industria
214520	referent de specialitate inginer industria
214521	cercetator in tehnologia substantelor
214522	inginer de cercetare in tehnologia
214523	asistent de cercetare in tehnologia
214524	cercetator in tehnologia substantelor
214525	inginer de cercetare in tehnologia
214526	asistent de cercetare in tehnologia
214527	cercetator in petrochimie si carbochimie
214528	inginer de cercetare in petrochimie si
214529	asistent de cercetare in petrochimie si
214530	cercetator in tehnologia compusilor
214531	inginer de cercetare in tehnologia compusilor
214532	asistent de cercetare in tehnologia
214533	cercetator in controlul Calitatii produselor
214534	inginer de cercetare in controlul calitatii
214535	asistent de cercetare in controlul calitatii
214536	subinginer chemist
214537	expert in prajirea cafelei
214538	specialist tehnologia alimentelor
214539	enolog
214601	inginer metalurgie extractiva
214602	inginer minier
214603	subinginer metalurgist
214604	subinginer minier
214605	inginer preparator minier
214606	consilier inginer metalurg
214607	expert inginer metalurg
214608	inspector de specialitate inginer metalurg
214609	referent de specialitate inginer metalurg
214610	consilier inginer minier
214611	expert inginer minier
214612	inspector de specialitate inginer minier
214613	referent de specialitate inginer minier
214614	inginer prelucrari metalurgice
214615	inginer metalurgie neferoasa
214616	inginer petrolist
214617	subinginer petrolist
214618	consilier inginer petrolist
214619	expert inginer petrolist
214620	referent inginer petrolist
214621	proiectant inginer petrolist
214622	inginer tehnolog metalurg
214623	proiectant inginer metalurg
214624	proiectant inginer in minerit
214625	inginer mineralurg
214626	cercetator in exploatari miniere
214627	inginer de cercetare in exploatari miniere
214628	asistent de cercetare in exploatari miniere
214629	cercetator in prepararea substantelor
214630	inginer de cercetare in prepararea
214631	asistent de cercetare in prepararea
214632	cercetator in petrol (extractie-prospectiune)
214633	inginer de cercetare in petrol (extractie
214634	asistent de cercetare in petrol (extractie
214635	cercetator in topografie miniera
214636	inginer de cercetare in topografie miniera
214637	asistent de cercetare in topografie miniera
214638	cercetator in ingineria proceselor siderurgice
214639	inginer de cercetare in ingineria proceselor
214640	asistent de cercetare in ingineria proceselor
214641	cercetator in metalurgia neferoasa
214642	inginer de cercetare in metalurgia neferoasa
214643	asistent de cercetare in metalurgia neferoasa
214644	cercetator in turnarea metalelor
214645	inginer de cercetare in turnarea metalelor
214646	asistent de cercetare in turnarea metalelor
214647	cercetator in prelucrari plastice si tratamente
214648	inginer de cercetare in prelucrari plastice si
214649	asistent de cercetare in prelucrari plastice si
214650	cercetator in stiinta materialelor
214651	inginer de cercetare in stiinta materialelor
214652	asistent de cercetare in stiinta materialelor
214653	cercetator in tehnologii carbochimice
214654	inginer de cercetare in tehnologii
214655	asistent de cercetare in tehnologii
214656	inginer de cercetare in instalatii si utilaje
214657	asistent de cercetare in instalatii si utilaje
214658	inginer foraj
214707	modificata prin ORD.  MMFPS/INS nr
214901	inginer prelucrarea sticlei si ceramicii
214902	subinginer prelucrarea sticlei si ceramicii
214903	inginer materiale de constructii
214904	subinginer materiale de constructii
214905	consilier inginer prelucrarea sticlei si
214906	expert inginer prelucrarea sticlei si ceramicii
214907	inspector de specialitate inginer prelucrarea
214908	referent de specialitate inginer prelucrarea
214909	proiectant inginer ceramica, sticla
214910	chimist in materiale oxidice (sticla, ceramica)
214911	subinginer tehnologia celulozei si hartiei
214912	proiectant inginer celuloza si hartie
214913	consilier inginer tehnologia celulozei si hartiei
214914	expert inginer tehnologia celulozei si hartiei
214915	inspector de specialitate inginer tehnologia
214916	referent de specialitate inginer tehnologia
214917	cercetator in informatica
214918	asistent de cercetare in informatica
214919	cercetator in filatura-tesatorie
214920	inginer de cercetare in filatura-tesatorie
214921	asistent de cercetare in filatura-tesatorie
214922	cercetator in tricotaje-confectii textile
214923	inginer de cercetare in tricotaje-confectii
214924	asistent de cercetare in tricotaje-confectii
214925	cercetator in tehnologia chimica a produselor
214926	inginer de cercetare in tehnologia chimica a
214927	asistent de cercetare in tehnologia chimica a
214928	cercetator in confectii din piele si inlocuitori
214929	inginer de cercetare in confectii din piele si
214930	asistent de cercetare in confectii din piele si
214931	cercetator in exploatari forestiere
214932	inginer de cercetare in exploatari forestiere
214933	asistent de cercetare in exploatari forestiere
214934	inginer de cercetare in proiectarea mobilei si
214935	cercetator in prelucrarea lemnului
214936	inginer de cercetare in prelucrarea lemnului
214937	asistent de cercetare in prelucrarea lemnului
214938	cercetator in tehnologie si echipamente
214939	inginer de cercetare in tehnologie si
214940	asistent de cercetare in tehnologie si
214941	cercetator in tehnologia celulozei, hartiei
214942	inginer de cercetare in tehnologia celulozei
214943	asistent de cercetare in tehnologia celulozei
214944	modificata prin
214945	administrator societate comerciala
214946	expert achizitii publice
214947	expert elaborare documentatii tehnice de
214948	expert monitorizare si control lucrari de
214949	expert prevenire-reducere riscuri tehnologice
214950	expert urmarire comportare in exploatare
214951	expert tehnic extrajudiciar
214952	auditor de siguranta rutiera
214953	inspector/referent in gestiunea materialelor
214954	inginer exploatare echipamente si instalatii
214955	logistician in transporturi
214956	inginer in sisteme optice
214957	inginer biomedical
214958	inginer punere in functiune
214959	inginer specialist in robotica
214960	Inginer pentru inspectia si verificarea tehnica
214961	inginer cinegetician
215101	dispecer energetic feroviar
215102	dispecer centrala, hidrocentru, cascada
215103	dispecer retea distributie
215104	dispecer retele de inalta tensiune
215105	inginer sisteme electroenergetice
215106	radiochimist
215107	subinginer electroenergetica
215108	inginer energetica industriala
215109	inginer sisteme termoenergetice
215110	proiectant inginer electrotehnic
215111	inginer proiectant energetician
215112	inginer retele electroenergetice - Denumire
215113	subinginer retele electrice
215114	inginer hidroenergetica
215115	inginer exploatare centrale nuclearoelectrice
215116	subinginer centrale termoelectrice
215117	inginer exploatare instalatii nucleare
215118	proiectant subinginer electrotehnic
215119	proiectant sisteme de securitate
215120	ssf tura dispecer energetic
215121	cercetator in electrotehnica
215122	inginer de cercetare in electrotehnica
215123	asistent de cercetare in electrotehnica
215124	cercetator in electrofizica
215125	inginer de cercetare in electrofizica
215126	asistent de cercetare in electrofizica
215127	cercetator in metrologie
215128	inginer de cercetare in metrologie
215129	asistent de cercetare in metrologie
215130	cercetator in electromecanica
215131	inginer de Cercetare in electromecanica
215132	asistent de cercetare in electromecanica
215133	cercetator roboti industriali
215134	inginer de cercetare roboti industriali
215135	asistent de cercetare roboti industriali
215136	cercetator in centrale termoelectrice
215137	inginer de cercetare in centrale
215138	asistent de cercetare in centrale
215139	cercetator in centrale nuclearoelectrice
215140	inginer de cercetare in centrale
215141	asistent de cercetare in centrale
215142	cercetator in electroenergetica
215143	inginer de cercetare in electroenergetica
215144	asistent de cercetare in electroenergetica
215145	cercetator in energetica industriala
215146	inginer de cercetare in energetica industriala
215147	asistent de cercetare in energetica industriala
215148	ofiter electrician
215149	inginer electrician
215150	auditor electroenergetic
215151	inginer centrale fotovoltaice
215152	inginer centrale eoliene
215153	inginer exploatare centrale termoelectrice
215155	auditor termoenergetic
215156	inginer exploatare centrale hidroelectrice
215157	inginer echipamente si sisteme
215158	inginer management resurse de apa
215159	inginer energetica cladirilor
215160	inginer programare si optimizare a
215161	inginer tehnologii informatice in energetica
215162	inginer conducere si control sisteme de
215163	inginer retele si sisteme hidraulice
215201	inginer electromecanic SCB
215202	inginer automatist
215203	inginer navigatie
215204	inginer electronist transporturi
215205	inginer productie
215206	instructor instalatii
215207	instructor linii
215208	revizor siguranta circulatiei feroviare
215209	subinginer automatist
215210	subinginer electronist transporturi
215211	subinginer reglaje subansamble
215212	inginer de receptie si control aeronave
215213	proiectant inginer electronist
215214	proiectant inginer de sisteme si calculatoare
215215	proiectant inginer electromecanic
215216	inginer electromecanic
215217	subinginer electromecanic
215218	capitan secund
215219	capitan port (studii superioare)
215220	specialist mentenanta electromecanica
215221	inspector aeronautic
215222	inginer sisteme de securitate
215223	cercetator in electronica aplicata
215224	inginer de cercetare in electronica aplicata
215225	asistent de cercetare in electronica aplicata
215226	cercetator in comunicatii
215227	inginer de cercetare in comunicatii
215228	asistent de cercetare in comunicatii
215229	cercetator in microelectronica
215230	inginer de cercetare in microelectronica
215231	asistent de cercetare in microelectronica
215232	cercetator in telecomenzi si electronica in
215233	inginer de cercetare in telecomenzi si
215234	asistent de cercetare in telecomenzi si
215235	cercetator in calculatoare
215236	inginer de cercetare in calculatoare
215237	asistent de cercetare in calculatoare
215238	cercetator in automatica
215239	inginer de cercetare in automatica
215240	asistent de cercetare in automatica
215241	ofiter punte
215242	inginer in instrumentatie de masura
215301	inginer emisie
215302	Inginer montaj
215303	inginer electrotehnist
215304	inginer imagine
215305	inginer sunet
215306	inginer-sef car reportaj
215307	subinginer-sef car reportaj
215308	inginer-sef schimb emisie
215309	subinginer iluminat tehnologic
215310	inginer proiectant comunicatii
215311	subinginer proiectant comunicatii
215312	inginer/inspector de specialitate/referent de
215313	consilier tehnic
215314	inginer iluminare
215315	sef studio RTV
215316	coordonator productie RTV
216101	arhitect cladiri
216102	conductor arhitect
216103	arhitect restaurari
216104	consilier arhitect
216105	expert arhitect
216106	inspector de specialitate arhitect
216107	referent de specialitate arhitect
216108	proiectant arhitect
216109	cercetator in arhitectura
216110	asistent de cercetare in arhitectura
216111	arhitect de interior
216201	arhitect peisagistica si amenajarea teritoriului
216202	peisagist
216301	designer industrial
216302	grafician industrial
216303	lucrator in ateliere de modele
216304	costumier
216305	pictor creator costume
216306	modelier confectii
216307	designer vestimentar
216308	cercetator in arte plastice
216309	asistent de cercetare in arte plastice
216310	cercetator in arte plastice
216311	asistent de cercetare in arte plastice-textile
216312	cercetator in arte plastice
216313	asistent de cercetare in arte plastice
216314	designer de interior
216401	urbanist
216402	arhitect urbanism
216501	cartograf
216502	inginer geodez
216503	subinginer geodez
216504	inginer topograf
216505	inginer topograf minier
216506	proiectant inginer geodez
216507	consilier cadastru
216508	subinginer cadastru
216509	geomatician
216601	designer grafica (studii medii)
216602	animator film de animatie (studii medii)
216603	intermediarist film desene animate (studii
216604	stilizator film desene animate (studii medii)
216605	asistent regizor studio
216606	asistent regizor emisie
216607	designer florist
216608	videojumalist
216609	art director
216610	designer pagini web (studii superioare)
216611	designer grafica (studii superioare)
216612	grafician calculator (studii medii)
216613	desiglner pagini web (studii medii)
216614	designer jocuri digitale
221101	medic medicina generala
221102	medic rezident
221103	consilier medic
221104	expert medic
221105	inspector de specialitate medic
221106	referent de specialitate medic
221107	medic primar
221108	medic medicina de familie
221109	cercetator in medicina generala
221110	asistent de cercetare in medicina generala
221201	medic specialist
222101	asistent medical generalist
222102	asistent medical specializat
222201	moasa
223001	cercetator in medicina traditionala
223002	asistent de cercetare in medicina traditionala
223003	instructor ergoterapie
223004	tehnician homeopat
223005	instructor de educatie sanitara
223006	bioenergetician
223007	inforenergetician radiestezist
223008	terapeut in terapii complementare
224001	paramedic
225001	epizotolog
225002	medic veterinar
225003	medic veterinar
225004	cercetator in medicina veterinara
225005	asistent de cercetare in medicina veterinara
226101	medic stomatolog
226102	medic stomatolog rezident
226103	medic stomatolog de specialitate
226104	cercetator in medicina stomatologica
226105	asistent de cercetare in medicina
226201	farmacist
226202	farmacist rezident
226203	farmacist de specialitate
226204	asistent de farmacie licentiat
226205	farmacist primar
226301	inginer clinic
226302	specialist in domeniul securitatii si sanatatii in
226303	coordonator in materie de securitate si
226304	cercetator stiintific in bacteriologie
226305	asistent de cercetare in bacteriologie
226306	igienist
226307	evaluator de risc si auditor in domeniul
226308	coordonator in materie de securitate si
226309	ergonomist
226310	auditor de sistem de management al
226311	auditor in domeniul sigurantei alimentare
226312	manager in domeniul sigurantei alimentare
226401	fiziokinetoterapeut
226402	fizioterapeut
226403	cercetator in fiziokinetoterapie
226404	asistent de cercetare in fiziokinetoterapie
226405	kinetoterapeut
226406	profesor de cultura fizica medicala
226501	asistent de nutritie
226502	dietetician
226503	nutritionist si dietetician
226504	consultant nutritionist
226601	instructor logoped
226602	interpret in limbaj mimico-gestual (studii
226603	logoped
226604	audiolog
226605	terapeut vocal
226701	optometrist (studii superioare)
226901	medic igienist
226902	medic expertiza a capacitatii de munca
226903	medic legist
226904	bioinginer medical
226905	asistent medical (studii superioare)
226906	fizician medical
226907	medic specialist psihiatru
226908	medic de familie cu competente in sanatatea
226909	cercetator in educatie fizica si sport
226910	asistent de cercetare in educatie fizica si
226911	consilier sportiv
226912	biochimist medical specialist
226913	biolog medical specialist
226914	chimist medical specialist
226915	biochimist medical principal
226916	biolog medical principal
226917	chimist medical principal
226918	asistent medical nutritie dietetica
226919	asistent medical radiologie
226920	asistent medical laborator
226921	asistent medical igiena si sanatate publica
226922	navigator de pacienti
226923	asistent medico-social
226924	asistent medical balneofizioterapie
226925	tehnician perfuzionist
226926	podiatru
226927	analist comportamental
226928	tehnician de radiologie si imagistica licentiat
226929	terapeut in terapie asistata de animale
231001	asistent universitar
231002	conferentiar universitar
231003	lector universitar
231004	preparator invatamantul universitar
231005	profesor universitar
231006	expert centre de perfectionare
231152	inginer biotehnolog
231307	inspector de specialitate in gospodarirea
232001	profesor in invatamantul profesional si de
233001	profesor in invatamantul liceal, postliceal
233002	profesor in invatamantul gimnazial
234101	profesor in invatamantul primar
234102	invatator
234103	institutor
234201	profesor in invatamantul prescolar
234202	educatoare
234203	educator puericultor
234204	profesor pentru educatie timpurie
235101	cercetator in pedagogie
235102	asistent de cercetare in pedagogie
235103	consilier invatamant
235104	expert invatamant
235105	inspector scolar
235106	referent de specialitate invatamant
235201	defectolog
235202	interpret in limbaj mimico-gestual (studii
235203	educator in unitati de handicapati
235204	instructor-educator in unitati de handicapati
235205	pedagog de recuperare
235301	Profesor de limbi straine
235901	secretar institut, facultate
235902	mentor
235903	consilier scolar
235904	designer instructional
235905	dezvoltator de e-learning
235906	laborant in invatamant
235907	maistru instructor
235908	pedagog scolar
235909	secretar scoala
235910	sef atelier scoala
235911	mediator scolar
235912	inspector scolar pentru implementarea
235913	inspector scolar pentru managementul
235914	inspector scolar pentru mentorat
235915	inspector scolar pentru dezvoltarea resursei
235916	inspector scolar pentru educatie permanenta
235917	inspector scolar pentru invatamant particular
235918	inspector scolar pfentru invatamantul special
235919	director centru judetean de resurse si
235920	consilier pentru tineret
235921	inspector scolar pentru proiecte educationale
235922	consiler mediator
235923	profesor-antrenor
235924	specialist in pregatire fizica
235925	Specialist sisteme de calificare
235926	profesor itinerant si de sprijin
235927	instructor-formator de limba, cultura si
241101	controlor tezaur
241102	expert contabil-verificator
241103	revizor contabil
241104	referent de specialitate financiar
241105	auditor intern
241106	controlor de gestiune
241107	auditor financiar
241201	cenzor
241202	comisar Garda Financiara
241203	consilier financiar-bancar
241204	expert financiar-bancar
241205	inspector financiar-bancar
241206	inspector asigurari
241207	comisar principal
241208	consultant bugetar
241209	dealer
241210	evaluator
241211	analist investitii
241212	manager de fond actiuni/obligatiuni
241213	consultant plasamente valori mobiliare
241214	agent capital de risc
241215	administrator credite
241216	specialist control risc
241217	specialist evaluare daune
241218	lichidator
241219	administrator judiciar
241220	analist pret de revenire/costuri
241221	expert fiscal
241222	consultant fiscal
241223	inspector general de banca
241224	economist banca
241225	manager banca
241226	manager de operatiuni/produs
241227	manager relatii cu clientii bancii/societate de
241228	trezorier (studii superioare)
241229	analist bancar/societate de leasing
241230	ofiter bancar (credite, marketing, produse si
241231	administrator bancar/produs leasing
241232	operator cifru (mesaje cifrate)
241233	proiectant produse bancare
241234	consultant bancar
241235	agent compensare (interbancara)
241236	referent bancar/societate de leasing
241237	ofiter conformitate
241238	expert conformitate
241239	ofiter securitatea informatiei (Security
241240	administrator de risc
241241	analist credite
241242	inspector de specialitate asigurari
241243	inspector de specialitate subscriere
241244	referent de specialitate asigurari
241245	consilier vanzari asigurari
241246	inspector coordonator asigurari
241247	inspector de risc
241248	inspector de specialitate daune
241249	inspector coordonator daune
241250	specialist sistem asigurari
241251	evaluator autorizat
241252	expert evaluator de proprietati imobiliare
241253	expert evaluator de bunuri mobile
241254	expert evaluator de active financiare
241255	planificator/specialist plan sinteze
241256	expert in ingineria costurilor investitionale
241257	expert contractare activitati investitionale
241258	expert receptie investitii industriale
241259	expert eficientizare investitii
241260	expert evaluare-actualizare devize generale
241261	expert elaborare-evaluare documentatii
241262	expert in management activitati
241263	evaluator proiecte
241264	inspector casier
241265	broker de tehnologii
241266	gemolog
241267	evaluator bunuri culturale
241268	specialist piete reglementate
241269	consultant de investitii
241270	specialist control intern in domeniul pietei de
241271	specialist pentru piata de capital
241272	specialist pentru relatia cu investitorii
241301	cercetator in finante-banci
241302	asistent de cercetare in finante-banci
241303	cercetator in gestiune, contabilitate, control
241304	asistent de cercetare in gestiune
241305	analist financiar
241306	auditor intern in sectorul public
241307	asistent analist
241308	specialist bancar
241309	analist financiar bancar
241310	asistent bancar
241311	specialist/analist organizare
241312	analist tehnic piete financiare
242101	manager proiect
242102	specialist imbunatatire procese
242103	specialist strategie industriala
242104	responsabil proces
242105	coordonator secretariat studiouri teritoriale
242106	manager de inovare
242107	expert in conducerea si organizarea
242108	manager imbunatatire procese
242109	specialist plan progres
242110	specialist in planificarea, controlul si
242111	prin
242112	manager de proiect in parteneriat public
242113	consultant de securitate
242114	mutata din grupa
242115	evaluator de risc la securitatea fizica
242116	mutata din grupa
242117	manager de facilitate
242118	specialist digitalizare
242119	manager transformare digitala
242120	analist de afaceri
242121	evaluator accesibilitate
242122	manager de cost pentru dezvoltarea
242123	consultant in modelarea informatiei
242124	coordonator in modelarea informatiei
242125	specialist in modelarea informatiei
242201	consilier administratia publica
242202	expert administratia publica
242203	inspector de specialitate in administratia
242204	referent de specialitate in administratia
242205	consultant in administratia publica
242206	reglementator
242207	agent de dezvoltare
242208	administrator public
242209	inspector de integritate
242210	examinator de stat de specialitate
242211	administrator publicatii
242212	agent consular
242213	expert accesare fonduri structurale si de
242214	consilier afaceri europene
242215	referent relatii externe
242216	inspector de trafic rutier (studii superioare)
242217	expert informatii pentru afaceri
242218	administrator editura
242219	expert aplicare legislatie armonizata in
242220	expert legislatia muncii
242221	expert / specialist in parteneriat public-privat
242222	analist informatii de firma
242223	investigator
242224	analist de informatii
242225	consilier de stare civila
242226	inspector de stare civila
242227	ofiter de legatura pentru securitatea
242228	Auditor de securitate a aviatiei civile
242229	consilier dezvoltare locala si regionala
242230	expert in egalitate de sanse
242231	responsabil cu protectia datelor cu caracter
242232	expert dezvoltare durabila
242233	analist in servicii si politici de sanatate
242234	expert e-guvernare
242235	coordonator programe de sport
242236	ofiter de politici recreationale
242237	pastrand
242238	Investigator pentru siguranta aviatiei civile
242239	atasat pentru munca si afaceri sociale
242240	expert autorizare proiecte de dezvoltare
242241	responsabil monitorizare și evaluare
242301	consilier forta de munca si somaj
242302	expert forta de munca si somaj
242303	inspector de specialitate forta de munca si
242304	expert in securitate si sanatate in munca
242305	referent de specialitate forta de munca si
242306	consilier orientare privind cariera
242307	consultant in domeniul fortei de munca
242308	analist piata muncii
242309	analist recrutare/integrare salariati
242310	analist sisteme salarizare
242311	consultant reconversie-mobilitate personal
242312	consultant conditii de munca
242313	analist ocupational
242314	specialist resurse umane
242315	consilier vocational
242316	consultant in standardizare
242317	consultant in resurse umane
242318	consultant intern in resurse umane
242319	specialist in formare
242320	specialist in recrutare
242321	specialist in compensatii si beneficii
242322	specialist in dezvoltare organizationala
242323	specialist in relatii de munca
242324	consilier pentru dezvoltare personala
242325	analist resurse umane
242401	formator
242402	formator de formatori
242403	organizator/conceptor/consultant formare
242404	inspector de specialitate formare, evaluare si
242405	evaluator de competente profesionale
242406	manager de formare
242407	administrator de formare
242408	evaluator de furnizori si programe de
242409	evaluator de evaluatori
242410	evaluator extern
242411	evaluator in sistemul formarii profesionale
242412	specialist in activitatea de coaching
242904	specialist educator in penitenciare
242905	ofiter de politie penitenciara
243101	art director publicitate (studii medii)
243102	organizator activitate turism (studii
243103	specialist marketing
243104	manager de produs
243105	specialist marketing online
243106	manager comert electronic
243201	specialist in relatii publice
243202	mediator
243203	referent de specialitate marketing
243204	specialist protocol si ceremonial
243205	consultant cameral
243206	purtator de cuvant
243207	brand manager
243208	organizator protocol
243209	organizator relatii
243210	organizator targuri si expozitii
243211	prezentator expozitii
243212	specialist relatii sociale
243213	expert relatii externe
243214	curier diplomatic
243215	specialist garantii auto
243216	analist servicii client
243217	asistent director/responsabil de functiune
243218	corespondent comercial
243219	asistent comercial
243220	specialist in activitatea de lobby
243221	arbitru
243222	manager atragere fonduri
243223	ombudsman
243224	expert comunicare guvernamentala
243301	analist cumparari/consultant furnizori
243302	reprezentant vanzari in domeniul medical
251101	proiectant sisteme informatice
251102	analist de afaceri in domeniul TIC
251103	manager analiza de business in domeniul TIC
251104	arhitect de sistem in domeniul TIC
251105	dezvoltator de sisteme in domeniul TIC
251106	inginer de integrare
251107	proiectant de sisteme informatice inteligente
251108	inginer viziune computerizata
251109	arhitect In domeniul tehnologiei blockchain
251201	analist
251202	programator
251203	inginer de sistem in informatica
251204	programator de sistem informatic
251205	inginer de sistem software
251206	manager proiect informatic
251207	inginer de dezvoltare a produselor software
251208	inginer in realizarea, intretinerea si
251209	inginer In domeniul tehnologiilor cloud
251210	dezvoltator In domeniul tehnologiei
251211	dezvoltator interfata cu utilizatorul
251212	inginer de date complexe (big data)
251301	specialist in e-afaceri
251302	specialist in e-guvernare
251303	specialist in e-media
251304	specialist in e-sanatate
251305	manager de continut web
251306	expert In optimizarea motoarelor de cautare
251307	dezvoltator jocuri digitale
251308	designer de nivel jocuri digitale
251309	animator digital
251310	artist digital
251311	artist digital
251401	specialist in domeniul proiectarii asistate pe
251402	specialist in proceduri si instrumente de
251901	consultant in informatica
252101	administrator baze de date
252201	administrator sistem de securitate bancara
252301	administrator de retea de calculatoare
252302	administrator de retea de telefonie VOIP
252901	specialist SIG/IT
252902	expert surse deschise
252903	specialist in securitate cibernetica pentru
252904	expert in securitate cibernetica
252905	expert in investigatii digitale
252906	auditor de securitate cibernetica
252907	consultant de securitate cibernetica
252908	administrator de securitate in domeniul TIC
252909	expert in criminalistica informatica
252910	manager de securitate sisteme informatice
252911	inginer in domeniul securitatii TIC
252912	inginer de securitate sisteme inglobate
252913	prin
261101	avocat
261102	jurisconsult
261103	consilier juridic
261201	procuror
261202	judecator
261203	magistrat-asistent
261204	inspector judiciar
261205	asistent judiciar
261206	personal de specialitate juridica asimilat
261207	inspector de probatiune
261901	executor judecatoresc
261902	expert criminalist
261903	expert jurist
261904	consilier de justitie
261905	referent de specialitate in justitie
261906	notar
261907	inspector general judecatoresc
261908	inspector general notarial
261909	inspector general penitenciare
261910	consilier armonizare legislativa
261911	expert armonizare legislativa
261912	analist armonizare legislativa
261913	registrator carte funciara
261914	revizor jurist
261915	cercetator in domeniul stiintelor juridice
261916	asistent de cercetare in domeniul stiintelor
261917	executor bancar
261918	consilier proprietate industriala autorizat
261919	specialist proprietate intelectuala
261920	expert prevenire si combatere a coruptiei
261921	prin
261922	prin
261923	asistent registrator principal
261924	inspector de urmarire si administrare bunuri
261925	registrator de registrul comertului
262101	arhivist
262102	conservator opere de arta si monumente
262103	muzeograf
262104	restaurator opere de arta si monumente
262105	conservator arhiva (studii superioare)
262106	restaurator arhiva (studii superioare)
262107	restaurator bunuri culturale (studii
262108	conservator/restaurator pictura murala
262109	conservator/restaurator pictura pe lemn
262110	conservator/restaurator componente
262111	conservator/restaurator componente
262112	conservator/restaurator componente
262113	conservator/restaurator vitralii si
262114	curator
262115	specialist educatie muzeala
262201	bibliograf
262202	bibliotecar (studii superioare)
262203	documentarist (studii superioare)
262204	referent difuzare carte
262205	lector carte
262206	bibliotecar arhivist
262207	referent de specialitate asezamant cultural
263101	consilier/expert/inspector/referent/economi
263102	consilier/expert/inspector/referent/economi
263103	consilier/expert/inspector/referent/economi
263104	consilier/expert/inspector/referent/economi
263105	consilier/expert/inspector/referent/economi
263106	consilier/expert/inspector/referent/economi
263107	consultant in management
263108	tehnician economist
263109	inginer economist
263110	inspector de concurenta
263111	administrator financiar (patrimoniu) (studii
263112	cercetator economist in management
263113	asistent de cercetare economist in
263114	cercetator economist in economia mediului
263115	asistent de cercetare economist in economia
263116	cercetator economist in economia generala
263117	asistent de cercetare economist in economia
263118	cercetator economist in economie
263119	asistent de cercetare economist in economie
263120	cercetator economist in marketing
263121	asistent de cercetare economist in marketing
263122	cercetator economist in relatii economice
263123	asistent de cercetare economist in relatii
263124	cercetator economist in gestiunea economica
263125	asistent de cercetare economist in gestiunea
263126	secretar economic (studii superioare)
263201	sociolog
263202	geograf
263203	analist de mediu
263204	analist in turism
263205	analist teritorial
263206	arheolog
263207	cercetator de dezvoltare comunitara
263208	cercetator in sociologie
263209	asistent de cercetare in sociologie
263210	cercetator in antropologie
263211	asistent de cercetare in antropologie
263212	cercetator in geografie
263213	asistent de cercetare in geografie
263214	cercetator in arheologie
263215	asistent de cercetare in arheologie
263216	cercetator in etnologie
263217	asistent de cercetare in etnologie
263218	manager consortiu turistic
263219	expert localizare
263220	promotor local
263221	specialist planificare teritoriala
263301	filozof
263302	istoric
263303	istoriograf
263304	politolog
263305	cercetator in filozofie
263306	asistent de cercetare in filozofie
263307	cercetator in istorie
263308	asistent de cercetare in istorie
263309	cercetator in stiintele politice
263310	asistent de cercetare in stiintele politice
263311	consilier filosofic
